transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
26103,2/16/2023,7:47:27,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
26111,2/16/2023,7:48:37,1,3,Astoria,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai
26132,2/16/2023,8:01:54,1,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
26151,2/16/2023,8:14:50,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
26157,2/16/2023,8:18:22,1,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
26170,2/16/2023,8:24:24,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte
26209,2/16/2023,8:57:25,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
26242,2/16/2023,9:12:58,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
26260,2/16/2023,9:33:52,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
26297,2/16/2023,10:00:20,2,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg
26330,2/16/2023,10:21:02,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
26348,2/16/2023,10:40:04,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg
26350,2/16/2023,10:41:03,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
26359,2/16/2023,10:48:14,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot
26391,2/16/2023,11:19:31,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot
26395,2/16/2023,11:25:32,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
26401,2/16/2023,11:29:45,1,8,Hell's Kitchen,2,18.0,Coffee beans,House blend Beans,Our Old Time Diner Blend
26409,2/16/2023,11:46:30,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
26415,2/16/2023,11:57:00,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
26432,2/16/2023,12:41:09,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
26440,2/16/2023,12:57:17,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
26479,2/16/2023,14:15:04,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
26485,2/16/2023,14:19:55,1,8,Hell's Kitchen,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot
26494,2/16/2023,14:38:21,1,5,Lower Manhattan,83,14.0,Branded,Housewares,I Need My Bean! Latte cup
26498,2/16/2023,14:42:29,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
26506,2/16/2023,14:58:19,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
26512,2/16/2023,15:07:44,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
26528,2/16/2023,15:44:46,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
26544,2/16/2023,16:16:56,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
26545,2/16/2023,16:16:56,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant
26553,2/16/2023,16:29:17,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone
26558,2/16/2023,16:42:45,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
26560,2/16/2023,16:49:02,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
26561,2/16/2023,16:49:54,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
26583,2/16/2023,17:40:12,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
26603,2/16/2023,18:30:36,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot
26625,2/16/2023,19:37:43,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
26635,2/16/2023,19:58:15,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
26657,2/17/2023,6:39:55,1,8,Hell's Kitchen,77,3.0,Bakery,Scone,Oatmeal Scone
26709,2/17/2023,7:30:43,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
26718,2/17/2023,7:35:40,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
26727,2/17/2023,7:45:28,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
26736,2/17/2023,7:50:18,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
26739,2/17/2023,7:53:25,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
26757,2/17/2023,8:17:34,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot
26783,2/17/2023,8:40:29,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
26792,2/17/2023,8:49:18,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
26874,2/17/2023,10:00:55,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
26918,2/17/2023,10:30:25,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
26920,2/17/2023,10:30:44,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
26926,2/17/2023,10:33:43,3,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
26939,2/17/2023,10:48:35,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
26959,2/17/2023,10:55:44,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
26961,2/17/2023,10:58:48,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
26970,2/17/2023,11:12:00,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot
26972,2/17/2023,11:12:44,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
26980,2/17/2023,11:44:28,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino
26983,2/17/2023,11:50:50,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
26990,2/17/2023,12:03:40,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
26992,2/17/2023,12:05:27,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
27004,2/17/2023,12:27:57,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
27018,2/17/2023,13:00:25,1,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
27041,2/17/2023,13:48:17,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
27062,2/17/2023,14:54:29,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
27063,2/17/2023,15:02:24,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
27064,2/17/2023,15:03:09,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
27071,2/17/2023,15:36:05,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot
27084,2/17/2023,15:58:56,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
27089,2/17/2023,16:05:55,1,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot
27103,2/17/2023,16:32:26,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
27104,2/17/2023,16:35:54,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
27117,2/17/2023,17:19:18,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
27122,2/17/2023,17:30:32,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
27129,2/17/2023,17:36:26,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
27145,2/17/2023,17:52:34,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
27156,2/17/2023,18:30:16,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
27165,2/17/2023,19:09:58,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg
27183,2/18/2023,6:43:30,1,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg
27192,2/18/2023,6:50:13,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg
27197,2/18/2023,6:59:07,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone
27233,2/18/2023,7:26:36,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant
27238,2/18/2023,7:29:36,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
27241,2/18/2023,7:32:12,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
27263,2/18/2023,7:42:19,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
27289,2/18/2023,7:57:48,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
27304,2/18/2023,8:02:31,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
27338,2/18/2023,8:26:06,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
27352,2/18/2023,8:36:12,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
27377,2/18/2023,9:01:49,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
27394,2/18/2023,9:22:24,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
27410,2/18/2023,9:32:28,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
27414,2/18/2023,9:33:02,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
27433,2/18/2023,9:47:01,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
27449,2/18/2023,10:01:12,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
27474,2/18/2023,10:13:01,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
27481,2/18/2023,10:17:28,2,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
27523,2/18/2023,10:47:43,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
27537,2/18/2023,10:56:32,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
27550,2/18/2023,11:13:54,1,3,Astoria,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan
27552,2/18/2023,11:13:55,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg
27566,2/18/2023,11:27:17,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
27578,2/18/2023,12:04:04,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
27587,2/18/2023,12:28:52,2,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg
27610,2/18/2023,13:12:29,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
27616,2/18/2023,13:28:18,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
27642,2/18/2023,14:15:03,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg
27666,2/18/2023,15:31:01,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup
27680,2/18/2023,15:52:02,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
27683,2/18/2023,15:55:13,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
27685,2/18/2023,15:55:23,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
27699,2/18/2023,16:18:44,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti
27702,2/18/2023,16:22:10,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
27728,2/18/2023,17:23:56,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
27745,2/18/2023,18:27:02,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
27750,2/18/2023,18:56:01,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
27755,2/18/2023,19:20:53,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
27769,2/19/2023,6:11:04,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant
27788,2/19/2023,6:42:51,1,8,Hell's Kitchen,10,10.0,Coffee beans,Green beans,Guatemalan Sustainably Grown
27790,2/19/2023,6:46:04,1,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg
27792,2/19/2023,6:48:01,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
27818,2/19/2023,7:05:48,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
27827,2/19/2023,7:13:30,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
27831,2/19/2023,7:17:41,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
27842,2/19/2023,7:21:11,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
27845,2/19/2023,7:22:51,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
27874,2/19/2023,7:36:57,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
27875,2/19/2023,7:38:59,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
27884,2/19/2023,7:41:35,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup
27887,2/19/2023,7:46:17,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
27951,2/19/2023,8:23:56,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg
27954,2/19/2023,8:25:31,1,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg
27958,2/19/2023,8:30:49,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
27976,2/19/2023,8:42:39,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm
28008,2/19/2023,9:04:16,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
28012,2/19/2023,9:07:16,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
28018,2/19/2023,9:07:38,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg
28064,2/19/2023,9:37:59,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm
28078,2/19/2023,9:55:12,1,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
28089,2/19/2023,10:00:18,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
28114,2/19/2023,10:19:03,1,3,Astoria,10,10.0,Coffee beans,Green beans,Guatemalan Sustainably Grown
28119,2/19/2023,10:20:56,1,8,Hell's Kitchen,3,14.75,Coffee beans,Espresso Beans,Espresso Roast
28120,2/19/2023,10:21:01,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
28126,2/19/2023,10:23:26,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti
28128,2/19/2023,10:23:46,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm
28133,2/19/2023,10:24:58,1,3,Astoria,74,3.5,Bakery,Biscotti,Ginger Biscotti
28144,2/19/2023,10:30:31,1,8,Hell's Kitchen,15,9.25,Loose Tea,Green tea,Serenity Green Tea
28147,2/19/2023,10:31:46,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant
28152,2/19/2023,10:36:14,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg
28171,2/19/2023,10:47:39,1,8,Hell's Kitchen,8,45.0,Coffee beans,Premium Beans,Civet Cat
28174,2/19/2023,10:50:16,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
28198,2/19/2023,11:10:16,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
28222,2/19/2023,11:59:21,1,5,Lower Manhattan,84,0.8,Flavours,Regular syrup,Chocolate syrup
28238,2/19/2023,12:27:58,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
28240,2/19/2023,12:28:20,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg
28247,2/19/2023,12:35:54,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
28274,2/19/2023,13:41:25,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
28300,2/19/2023,14:34:34,1,3,Astoria,1,18.0,Coffee beans,Organic Beans,Brazilian - Organic
28329,2/19/2023,15:16:28,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg
28330,2/19/2023,15:16:28,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone
28359,2/19/2023,16:27:45,1,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup
28375,2/19/2023,16:51:19,1,3,Astoria,83,14.0,Branded,Housewares,I Need My Bean! Latte cup
28376,2/19/2023,16:52:43,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
28403,2/19/2023,17:48:25,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
28416,2/19/2023,18:09:43,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
28429,2/19/2023,18:36:18,2,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
28431,2/19/2023,18:39:01,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
28455,2/19/2023,19:48:25,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
28457,2/20/2023,7:00:15,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
28468,2/20/2023,7:13:28,2,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg
28529,2/20/2023,8:00:28,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg
28530,2/20/2023,8:00:30,1,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
28533,2/20/2023,8:03:25,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot
28544,2/20/2023,8:12:23,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone
28554,2/20/2023,8:18:16,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
28555,2/20/2023,8:19:08,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg
28558,2/20/2023,8:20:01,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
28583,2/20/2023,8:36:07,3,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg
28588,2/20/2023,8:42:38,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
28602,2/20/2023,8:47:48,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg
28618,2/20/2023,8:57:24,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
28633,2/20/2023,9:06:47,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg
28638,2/20/2023,9:09:26,2,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
28640,2/20/2023,9:10:00,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
28654,2/20/2023,9:17:56,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone
28676,2/20/2023,9:25:28,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
28681,2/20/2023,9:26:38,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
28709,2/20/2023,9:43:53,1,8,Hell's Kitchen,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg
28740,2/20/2023,9:58:21,3,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
28754,2/20/2023,10:05:19,2,8,Hell's Kitchen,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
28757,2/20/2023,10:08:27,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
28765,2/20/2023,10:14:34,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg
28779,2/20/2023,10:20:11,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino
28785,2/20/2023,10:21:42,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg
28795,2/20/2023,10:23:32,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
28797,2/20/2023,10:25:13,1,3,Astoria,4,20.45,Coffee beans,Espresso Beans,Primo Espresso Roast
28827,2/20/2023,10:43:40,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot
28881,2/20/2023,13:01:34,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone
28886,2/20/2023,13:07:04,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
28909,2/20/2023,14:04:59,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg
28935,2/20/2023,14:40:35,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm
28937,2/20/2023,14:48:07,1,3,Astoria,51,3.0,Tea,Brewed Black tea,Earl Grey Lg
28964,2/20/2023,15:31:30,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone
28987,2/20/2023,16:33:46,2,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg
29000,2/20/2023,16:54:00,3,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg
29012,2/20/2023,17:22:21,2,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg
29022,2/20/2023,17:44:47,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg
29047,2/20/2023,19:13:31,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
29058,2/20/2023,19:30:13,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte
29072,2/20/2023,20:02:16,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot
29078,2/20/2023,20:34:59,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup
29083,2/20/2023,20:48:16,2,8,Hell's Kitchen,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg
29142,2/21/2023,8:24:51,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
29160,2/21/2023,8:30:02,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
29169,2/21/2023,8:33:58,1,3,Astoria,6,21.0,Coffee beans,Gourmet Beans,Ethiopia
29170,2/21/2023,8:34:38,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
29195,2/21/2023,8:56:49,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup
29202,2/21/2023,9:00:47,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
29260,2/21/2023,9:29:37,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte
29284,2/21/2023,9:38:52,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant
29285,2/21/2023,9:39:10,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
29300,2/21/2023,9:55:33,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup
29316,2/21/2023,10:02:28,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg
29335,2/21/2023,10:12:28,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg
29337,2/21/2023,10:13:34,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg
29401,2/21/2023,10:47:43,1,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
29417,2/21/2023,10:55:47,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant
29440,2/21/2023,11:58:38,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg
29508,2/21/2023,14:11:00,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg
29530,2/21/2023,15:17:01,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg
29531,2/21/2023,15:21:57,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg
29541,2/21/2023,15:38:12,1,3,Astoria,81,28.0,Branded,Clothing,I Need My Bean! T-shirt
29562,2/21/2023,16:43:52,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg
29564,2/21/2023,16:53:41,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm
29573,2/21/2023,17:05:09,1,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot
29605,2/21/2023,18:32:44,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup
29606,2/21/2023,18:39:10,1,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg
